gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
LGR6	1	AX-83393780	Affx-52117525	rs145532673	202287739	202287739	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000255432 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // UTR-3 // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
LGR6	1	AX-83430580	Affx-52117528	rs151131659	202288063	202288063	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000255432 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // UTR-3 // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
LGR6	1	AX-83497662	Affx-6578609	rs10920362	202183308	202183308	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000255432 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000423542 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
LGR6	1	AX-83515991	Affx-52117531	rs140080233	202288189	202288189	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000255432 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // UTR-3 // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // missense // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
LGR6	1	AX-83556632	Affx-52322813	rs149459287	202194509	202194509	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000255432 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000423542 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // intron // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
LGR6	1	AX-86568529	Affx-80269052	---	202287470	202287470	+	---	---	ENST00000255432 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000367278 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000439764 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// ENST00000487787 // UTR-3 // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017403 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_001017404 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6 /// NM_021636 // frameshift // 0 // Hs.497402 // LGR6 // 59352 // leucine-rich repeat containing G protein-coupled receptor 6																			
FPR2	19	AX-11166548	Affx-16123565	rs11666254	52263162	52263162	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // upstream // 1291 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002029 // upstream // 8012 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1																			
FPR2	19	AX-11234776	Affx-16123687	rs12984050	52271309	52271309	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-11335521	Affx-16123638	rs17694990	52267703	52267703	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-11376013	Affx-16123963	rs2218888	52292785	52292785	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 19006 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 5626 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-11447268	Affx-16123791	rs34456613	52281289	52281289	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 7510 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 17122 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-11478972	Affx-16123691	rs3764541	52271756	52271756	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600722 // UTR-5 // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-11527472	Affx-16123651	rs4801894	52268844	52268844	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-13451935	Affx-16123473	rs61563008	52258677	52258677	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // upstream // 5776 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002029 // upstream // 3527 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1																			
FPR2	19	AX-13451956	Affx-16123679	rs73058827	52270939	52270939	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-13451957	Affx-16123680	rs17695032	52270942	52270942	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-13451972	Affx-16123731	rs79836946	52275587	52275587	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 1808 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 22824 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-13451989	Affx-16123843	rs73934606	52284763	52284763	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 10984 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 13648 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-13452004	Affx-16123896	rs7260516	52287452	52287452	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 13673 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 10959 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-13452014	Affx-16123973	rs56361256	52293208	52293208	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 19429 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 5203 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-13452027	Affx-16124053	rs73058857	52296401	52296401	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 22622 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 2010 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-32779881	Affx-16123586	rs77484588	52264714	52264714	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598953 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // intron // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-32779981	Affx-16124063	rs12978748	52296815	52296815	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 23036 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 1596 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-37866489	Affx-36258836	rs79838516	52293224	52293224	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 19445 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 5187 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-40468281	Affx-16123426	rs4802859	52255196	52255196	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001005738 // upstream // 9257 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002029 // upstream // 46 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1																			
FPR2	19	AX-40468319	Affx-16123821	rs12981007	52283013	52283013	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 9234 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 15398 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-40468339	Affx-16123961	rs4801895	52292348	52292348	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 18569 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 6063 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-40468347	Affx-16124056	rs17834799	52296537	52296537	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 22758 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 1874 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-40468355	Affx-16124084	rs12609373	52298281	52298281	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// NM_001462 // downstream // 24502 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_002030 // upstream // 130 // Hs.445466 // FPR3 // 2359 // formyl peptide receptor 3																			
FPR2	19	AX-63501548	Affx-36258817	rs74602258	52272131	52272131	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000340023 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000599326 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600258 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000600722 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // missense // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
FPR2	19	AX-86592283	Affx-80288448	---	52272425	52272425	+	---	---	ENST00000340023 // frameshift // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000594900 // intron // 0 // Hs.753 // FPR1 // 2357 // formyl peptide receptor 1 /// ENST00000598776 // frameshift // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// ENST00000598953 // frameshift // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001005738 // frameshift // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2 /// NM_001462 // frameshift // 0 // Hs.99855 // FPR2 // 2358 // formyl peptide receptor 2																			
PTGS2	1	AX-11131212	Affx-6183395	rs10911902	186632317	186632317	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 8606 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 81994 // --- // --- // --- // --- /// NM_000963 // downstream // 8627 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 185662 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-11149757	Affx-6184140	rs1119065	186658072	186658072	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 140013 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 8513 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 8513 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 139960 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11187858	Affx-6183932	rs12042763	186651876	186651876	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 146209 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 2317 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 2317 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 146156 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11190092	Affx-6186959	rs12096032	186783125	186783125	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 14960 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 133566 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 133566 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 14907 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11225254	Affx-6185790	rs12734919	186734612	186734612	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 63473 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 85053 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 85053 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 63420 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11327659	Affx-6186988	rs17525019	186784140	186784140	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 13945 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 134581 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 134581 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 13892 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11327663	Affx-6187170	rs17525169	186792971	186792971	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 5114 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 143412 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 143412 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 5061 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
